"pubtatot_term"	"db_term"	"db_equivalence"	"term_id"	"mesh_id"	"start_pos"	"end_pos"	"entity_type"	"entity_pmid"
"4498"	"curcumin"	"Curcumin"	"Curcumin"	"8"	"D003474"	1012	1020	"chemical_entity_p"	"27306423"
"4499"	"SCD"	"SCD"	"SCD"	"HGNC:10571"	"6319"	1050	1053	"gene_hgnc_entity"	"27306423"
"4500"	"SCD"	"SCD"	"SCD"	"HGNC:10571"	"6319"	1084	1087	"gene_hgnc_entity"	"27306423"
"4501"	"CD44"	"CD44"	"CD44"	"HGNC:1681"	"960"	1177	1181	"gene_hgnc_entity"	"27306423"
"4502"	"CD24"	"CD24"	"CD24"	"HGNC:1645"	"100133941"	1183	1187	"gene_hgnc_entity"	"27306423"
"4503"	"SCD"	"SCD"	"SCD"	"HGNC:10571"	"6319"	1212	1215	"gene_hgnc_entity"	"27306423"
"4504"	"breast stemness"	"Hereditary Breast and Ovarian Cancer Syndrome"	"Hereditary Breast and Ovarian Cancer Syndrome"	"486"	"D061325"	1234	1249	"cancer_type_entity_p"	"27306423"
"4505"	"curcumin"	"Curcumin"	"Curcumin"	"8"	"D003474"	1266	1274	"chemical_entity_p"	"27306423"
"4506"	"curcumin"	"Curcumin"	"Curcumin"	"8"	"D003474"	1339	1347	"chemical_entity_p"	"27306423"
"4507"	"curcumin"	"Curcumin"	"Curcumin"	"8"	"D003474"	1516	1524	"chemical_entity_p"	"27306423"
"4508"	"curcumin"	"Curcumin"	"Curcumin"	"8"	"D003474"	1652	1660	"chemical_entity_p"	"27306423"
"4509"	"curcumin"	"Curcumin"	"Curcumin"	"8"	"D003474"	1747	1755	"chemical_entity_p"	"27306423"
"4510"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	1769	1775	"cancer_type_entity_p"	"27306423"
"4511"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	1826	1832	"cancer_type_entity_p"	"27306423"
"4512"	"Acacetin"	"acacetin"	"acacetin"	"6461"	"C023717"	0	8	"chemical_entity_p"	"28859099"
"4513"	"lung carcinoma"	"Lung Cancer"	"Lung Cancer"	"8865"	"D008175"	76	90	"cancer_type_entity_p"	"28859099"
"4514"	"cancers"	"Cancers"	"Cancers"	"10007"	"D009369"	181	188	"cancer_type_entity_p"	"28859099"
"4515"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	324	330	"cancer_type_entity_p"	"28859099"
"4516"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	494	500	"cancer_type_entity_p"	"28859099"
"4517"	"fisetin"	"fisetin"	"fisetin"	"4502"	"C017875"	561	568	"chemical_entity_p"	"28859099"
"4518"	"acacetin"	"acacetin"	"acacetin"	"6461"	"C023717"	572	580	"chemical_entity_p"	"28859099"
"4519"	"non-small-cell lung carcinoma"	"Non-Small-Cell Lung Carcinoma"	"Non-Small-Cell Lung Carcinoma"	"230100"	"D002289"	654	683	"cancer_type_entity_p"	"28859099"
"4520"	"NSCLC"	"Non-Small-Cell Lung Carcinoma"	"Non-Small-Cell Lung Carcinoma"	"230100"	"D002289"	685	690	"cancer_type_entity_p"	"28859099"
"4521"	"NSCLC"	"Non-Small-Cell Lung Carcinoma"	"Non-Small-Cell Lung Carcinoma"	"230100"	"D002289"	732	737	"cancer_type_entity_p"	"28859099"
"4522"	"A549"	"Lung Cancer"	"a-549"	"8865"	"D008175"	755	759	"cancer_type_entity_cell"	"28859099"
"4523"	"acacetin"	"acacetin"	"acacetin"	"6461"	"C023717"	842	850	"chemical_entity_p"	"28859099"
"4524"	"fisetin"	"fisetin"	"fisetin"	"4502"	"C017875"	855	862	"chemical_entity_p"	"28859099"
"4525"	"MDR1"	"ABCB1"	"ABCB1"	"HGNC:40"	"5243"	1200	1204	"gene_hgnc_entity"	"28859099"
"4526"	"A549"	"Lung Cancer"	"a-549"	"8865"	"D008175"	1298	1302	"cancer_type_entity_cell"	"28859099"
"4527"	"A549"	"Lung Cancer"	"a-549"	"8865"	"D008175"	1393	1397	"cancer_type_entity_cell"	"28859099"
"4528"	"acacetin"	"acacetin"	"acacetin"	"6461"	"C023717"	1525	1533	"chemical_entity_p"	"28859099"
"4529"	"fisetin"	"fisetin"	"fisetin"	"4502"	"C017875"	1566	1573	"chemical_entity_p"	"28859099"
"4530"	"Acacetin"	"acacetin"	"acacetin"	"6461"	"C023717"	1643	1651	"chemical_entity_p"	"28859099"
"4531"	"A549"	"Lung Cancer"	"a-549"	"8865"	"D008175"	1728	1732	"cancer_type_entity_cell"	"28859099"
"4532"	"A549"	"Lung Cancer"	"a-549"	"8865"	"D008175"	1811	1815	"cancer_type_entity_cell"	"28859099"
"4533"	"Acacetin"	"acacetin"	"acacetin"	"6461"	"C023717"	1888	1896	"chemical_entity_p"	"28859099"
"4534"	"A549"	"Lung Cancer"	"a-549"	"8865"	"D008175"	1970	1974	"cancer_type_entity_cell"	"28859099"
"4535"	"MDR1"	"ABCB1"	"ABCB1"	"HGNC:40"	"5243"	2195	2199	"gene_hgnc_entity"	"28859099"
"4536"	"NSCLC"	"Non-Small-Cell Lung Carcinoma"	"Non-Small-Cell Lung Carcinoma"	"230100"	"D002289"	2216	2221	"cancer_type_entity_p"	"28859099"
"4537"	"acacetin"	"acacetin"	"acacetin"	"6461"	"C023717"	2271	2279	"chemical_entity_p"	"28859099"
"4538"	"lung cancer"	"Lung Cancer"	"Lung Cancer"	"8865"	"D008175"	2348	2359	"cancer_type_entity_p"	"28859099"
"4539"	"Hypoxia-inducible factor-1"	"HIF1A"	"HIF1A"	"HGNC:4910"	"3091"	0	26	"gene_hgnc_entity"	"15620252"
"4540"	"(-)-epicatechin gallate"	"epicatechin gallate"	"epicatechin gallate"	"5608"	"C062669"	41	64	"chemical_entity_p"	"15620252"
"4541"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	95	101	"cancer_type_entity_p"	"15620252"
"4542"	"Hypoxia-inducible factor-1"	"HIF1A"	"HIF1A"	"HGNC:4910"	"3091"	153	179	"gene_hgnc_entity"	"15620252"
"4543"	"HIF-1"	"HIF1A"	"HIF1A"	"HGNC:4910"	"3091"	181	186	"gene_hgnc_entity"	"15620252"
"4544"	"HIF-1alpha"	"HIF1A"	"HIF1A"	"HGNC:4910"	"3091"	337	347	"gene_hgnc_entity"	"15620252"
"4545"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	429	435	"cancer_type_entity_p"	"15620252"
"4546"	"catechins"	"Catechin"	"Catechin"	"109"	"D002392"	456	465	"chemical_entity_p"	"15620252"
"4547"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	505	511	"cancer_type_entity_p"	"15620252"
"4548"	"(-)-epicatechin-3-gallate"	"epicatechin gallate"	"epicatechin gallate"	"5608"	"C062669"	567	592	"chemical_entity_p"	"15620252"
"4549"	"catechins"	"Catechin"	"Catechin"	"109"	"D002392"	630	639	"chemical_entity_p"	"15620252"
"4550"	"HIF-1"	"HIF1A"	"HIF1A"	"HGNC:4910"	"3091"	660	665	"gene_hgnc_entity"	"15620252"
"4551"	"T47D"	"Breast Cancer"	"t47d"	"484"	"D001943"	669	673	"cancer_type_entity_cell"	"15620252"
"4552"	"breast carcinoma"	"Breast Cancer"	"Breast Cancer"	"484"	"D001943"	680	696	"cancer_type_entity_p"	"15620252"
"4553"	"catechins"	"Catechin"	"Catechin"	"109"	"D002392"	724	733	"chemical_entity_p"	"15620252"
"4554"	"HIF-1"	"HIF1A"	"HIF1A"	"HGNC:4910"	"3091"	771	776	"gene_hgnc_entity"	"15620252"
"4555"	"(-)-epigallocatechin-3-gallate"	"epigallocatechin gallate"	"epigallocatechin gallate"	"5606"	"C045651"	802	832	"chemical_entity_p"	"15620252"
"4556"	"EGCG"	"epigallocatechin gallate"	"epigallocatechin gallate"	"5606"	"C045651"	834	838	"chemical_entity_p"	"15620252"
"4557"	"HIF-1"	"HIF1A"	"HIF1A"	"HGNC:4910"	"3091"	984	989	"gene_hgnc_entity"	"15620252"
"4558"	"GLUT-1"	"SLC2A1"	"SLC2A1"	"HGNC:11005"	"6513"	1013	1019	"gene_hgnc_entity"	"15620252"
"4559"	"VEGF"	"VEGFA"	"VEGFA"	"HGNC:12680"	"7422"	1021	1025	"gene_hgnc_entity"	"15620252"
"4560"	"CDKN1A"	"CDKN1A"	"CDKN1A"	"HGNC:1784"	"1026"	1031	1037	"gene_hgnc_entity"	"15620252"
"4561"	"T47D"	"Breast Cancer"	"t47d"	"484"	"D001943"	1042	1046	"cancer_type_entity_cell"	"15620252"
"4562"	"HIF-1alpha"	"HIF1A"	"HIF1A"	"HGNC:4910"	"3091"	1072	1082	"gene_hgnc_entity"	"15620252"
"4563"	"HIF-1alpha"	"HIF1A"	"HIF1A"	"HGNC:4910"	"3091"	1109	1119	"gene_hgnc_entity"	"15620252"
"4564"	"HIF-1alpha"	"HIF1A"	"HIF1A"	"HGNC:4910"	"3091"	1148	1158	"gene_hgnc_entity"	"15620252"
"4565"	"HIF-1"	"HIF1A"	"HIF1A"	"HGNC:4910"	"3091"	1185	1190	"gene_hgnc_entity"	"15620252"
"4566"	"HIF-1"	"HIF1A"	"HIF1A"	"HGNC:4910"	"3091"	1265	1270	"gene_hgnc_entity"	"15620252"
"4567"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	1338	1344	"cancer_type_entity_p"	"15620252"
"4568"	"catechins"	"Catechin"	"Catechin"	"109"	"D002392"	1437	1446	"chemical_entity_p"	"15620252"
"4569"	"tumor"	"Cancers"	"Cancers"	"10007"	"D009369"	1458	1463	"cancer_type_entity_p"	"15620252"
"4570"	"HIF-1"	"HIF1A"	"HIF1A"	"HGNC:4910"	"3091"	1503	1508	"gene_hgnc_entity"	"15620252"
"4571"	"Sulphated Flavonoids"	"Flavonoids"	"Flavonoids"	"104"	"D005419"	4	24	"chemical_entity_p"	"26569200"
"4572"	"phenolic"	"phenolic acid"	"phenolic acid"	"2167"	"C017616"	344	352	"chemical_entity_p"	"26569200"
"4573"	"sulphated flavonoids"	"Flavonoids"	"Flavonoids"	"104"	"D005419"	393	413	"chemical_entity_p"	"26569200"
"4574"	"8-O-sulphate isoscutellarein"	"isoscutellarein"	"isoscutellarein"	"6803"	"C526133"	415	443	"chemical_entity_p"	"26569200"
"4575"	"4'-O-methyl-7-O-sulphate isoscutellarein"	"isoscutellarein"	"isoscutellarein"	"6803"	"C526133"	459	499	"chemical_entity_p"	"26569200"
"4576"	"7-O-sulphate acacetin"	"acacetin"	"acacetin"	"6461"	"C023717"	519	540	"chemical_entity_p"	"26569200"
"4577"	"4'-O-methyl-8-O-sulphate isoscutellarein"	"isoscutellarein"	"isoscutellarein"	"6803"	"C526133"	560	600	"chemical_entity_p"	"26569200"
"4578"	"3'-O-methyl-8-O-sulphate hypolaetin"	"hypolaetin-8-glucoside"	"hypolaetin-8-glucoside"	"4523"	"C044475"	621	656	"chemical_entity_p"	"26569200"
"4579"	"flavonoids"	"Flavonoids"	"Flavonoids"	"104"	"D005419"	693	703	"chemical_entity_p"	"26569200"
"4580"	"7,4'-di-O-methyl-8-O-sulphate isoscutellarein"	"isoscutellarein"	"isoscutellarein"	"6803"	"C526133"	704	749	"chemical_entity_p"	"26569200"
"4581"	"acacetin"	"acacetin"	"acacetin"	"6461"	"C023717"	755	763	"chemical_entity_p"	"26569200"
"4582"	"apigenin"	"Apigenin"	"Apigenin"	"114"	"D047310"	765	773	"chemical_entity_p"	"26569200"
"4583"	"isoscutellarein"	"isoscutellarein"	"isoscutellarein"	"6803"	"C526133"	775	790	"chemical_entity_p"	"26569200"
"4584"	"4'-O-methyl isoscutellarein"	"isoscutellarein"	"isoscutellarein"	"6803"	"C526133"	792	819	"chemical_entity_p"	"26569200"
"4585"	"7,4'-di-O-methylisoscutellarein"	"7,4'-di-O-methylisoscutellarein"	"7,4'-di-o-methylisoscutellarein"	"6429"	"C000618874"	821	852	"chemical_entity_e"	"26569200"
"4586"	"astragalin"	"astragalin"	"astragalin"	"7377"	"C001579"	854	864	"chemical_entity_p"	"26569200"
"4587"	"tiliroside"	"tiliroside"	"tiliroside"	"4544"	"C052083"	869	879	"chemical_entity_p"	"26569200"
"4588"	"flavonoids"	"Flavonoids"	"Flavonoids"	"104"	"D005419"	1093	1103	"chemical_entity_p"	"26569200"
"4589"	"UVW glioma"	"Glioma"	"Glioma"	"607"	"D005910"	1112	1122	"cancer_type_entity_p"	"26569200"
"4590"	"prostate cancer"	"Prostate Cancer"	"Prostate Cancer"	"527"	"D011471"	1133	1148	"cancer_type_entity_p"	"26569200"
"4591"	"acacetin"	"acacetin"	"acacetin"	"6461"	"C023717"	1222	1230	"chemical_entity_p"	"26569200"
"4592"	"tiliroside"	"tiliroside"	"tiliroside"	"4544"	"C052083"	1232	1242	"chemical_entity_p"	"26569200"
"4593"	"acacetin"	"acacetin"	"acacetin"	"6461"	"C023717"	1257	1265	"chemical_entity_p"	"26569200"
"4594"	"apigenin"	"Apigenin"	"Apigenin"	"114"	"D047310"	1268	1276	"chemical_entity_p"	"26569200"
"4595"	"flavonoids"	"Flavonoids"	"Flavonoids"	"104"	"D005419"	1295	1305	"chemical_entity_p"	"26569200"
"4596"	"flavonoids acacetin"	"Flavonoids"	"Flavonoids"	"104"	"D005419"	1408	1427	"chemical_entity_p"	"26569200"
"4597"	"tiliroside"	"tiliroside"	"tiliroside"	"4544"	"C052083"	1432	1442	"chemical_entity_p"	"26569200"
"4598"	"Sulphated Flavonoids"	"Flavonoids"	"Flavonoids"	"104"	"D005419"	4	24	"chemical_entity_p"	"26610436"
"4599"	"phenolic"	"phenolic acid"	"phenolic acid"	"2167"	"C017616"	344	352	"chemical_entity_p"	"26610436"
"4600"	"sulphated flavonoids"	"Flavonoids"	"Flavonoids"	"104"	"D005419"	393	413	"chemical_entity_p"	"26610436"
"4601"	"8-O-sulphate isoscutellarein"	"isoscutellarein"	"isoscutellarein"	"6803"	"C526133"	415	443	"chemical_entity_p"	"26610436"
"4602"	"4'-O-methyl-7-O-sulphate isoscutellarein"	"isoscutellarein"	"isoscutellarein"	"6803"	"C526133"	459	499	"chemical_entity_p"	"26610436"
"4603"	"7-O-sulphate acacetin"	"acacetin"	"acacetin"	"6461"	"C023717"	519	540	"chemical_entity_p"	"26610436"
"4604"	"4'-O-methyl-8-O-sulphate isoscutellarein"	"isoscutellarein"	"isoscutellarein"	"6803"	"C526133"	560	600	"chemical_entity_p"	"26610436"
"4605"	"3'-O-methyl-8-O-sulphate hypolaetin"	"hypolaetin-8-glucoside"	"hypolaetin-8-glucoside"	"4523"	"C044475"	621	656	"chemical_entity_p"	"26610436"
"4606"	"flavonoids"	"Flavonoids"	"Flavonoids"	"104"	"D005419"	693	703	"chemical_entity_p"	"26610436"
"4607"	"7,4'-di-O-methyl-8-O-sulphate isoscutellarein"	"isoscutellarein"	"isoscutellarein"	"6803"	"C526133"	704	749	"chemical_entity_p"	"26610436"
"4608"	"acacetin"	"acacetin"	"acacetin"	"6461"	"C023717"	755	763	"chemical_entity_p"	"26610436"
"4609"	"apigenin"	"Apigenin"	"Apigenin"	"114"	"D047310"	765	773	"chemical_entity_p"	"26610436"
"4610"	"isoscutellarein"	"isoscutellarein"	"isoscutellarein"	"6803"	"C526133"	775	790	"chemical_entity_p"	"26610436"
"4611"	"4´-O-methyl isoscutellarein"	"isoscutellarein"	"isoscutellarein"	"6803"	"C526133"	792	819	"chemical_entity_p"	"26610436"
"4612"	"7,4'-di-O-methylisoscutellarein"	"7,4'-di-O-methylisoscutellarein"	"7,4'-di-o-methylisoscutellarein"	"6429"	"C000618874"	821	852	"chemical_entity_e"	"26610436"
"4613"	"astragalin"	"astragalin"	"astragalin"	"7377"	"C001579"	854	864	"chemical_entity_p"	"26610436"
"4614"	"tiliroside"	"tiliroside"	"tiliroside"	"4544"	"C052083"	869	879	"chemical_entity_p"	"26610436"
"4615"	"flavonoids"	"Flavonoids"	"Flavonoids"	"104"	"D005419"	1091	1101	"chemical_entity_p"	"26610436"
"4616"	"UVW glioma"	"Glioma"	"Glioma"	"607"	"D005910"	1110	1120	"cancer_type_entity_p"	"26610436"
"4617"	"prostate cancer"	"Prostate Cancer"	"Prostate Cancer"	"527"	"D011471"	1131	1146	"cancer_type_entity_p"	"26610436"
"4618"	"acacetin"	"acacetin"	"acacetin"	"6461"	"C023717"	1220	1228	"chemical_entity_p"	"26610436"
"4619"	"tiliroside"	"tiliroside"	"tiliroside"	"4544"	"C052083"	1230	1240	"chemical_entity_p"	"26610436"
"4620"	"acacetin+apigenin"	"acacetin"	"acacetin"	"6461"	"C023717"	1255	1272	"chemical_entity_p"	"26610436"
"4621"	"flavonoids"	"Flavonoids"	"Flavonoids"	"104"	"D005419"	1291	1301	"chemical_entity_p"	"26610436"
"4622"	"flavonoids acacetin"	"Flavonoids"	"Flavonoids"	"104"	"D005419"	1402	1421	"chemical_entity_p"	"26610436"
"4623"	"tiliroside"	"tiliroside"	"tiliroside"	"4544"	"C052083"	1426	1436	"chemical_entity_p"	"26610436"
"4624"	"P-Glycoprotein"	"ABCB1"	"ABCB1"	"HGNC:40"	"5243"	102	116	"gene_hgnc_entity"	"29739100"
"4625"	"colon cancer"	"Colorectal Cancer"	"Colorectal Cancer"	"15585"	"D015179"	180	192	"cancer_type_entity_p"	"29739100"
"4626"	"colon cancer"	"Colorectal Cancer"	"Colorectal Cancer"	"15585"	"D015179"	309	321	"cancer_type_entity_p"	"29739100"
"4627"	"tumor"	"Cancers"	"Cancers"	"10007"	"D009369"	374	379	"cancer_type_entity_p"	"29739100"
"4628"	"P-glycoprotein"	"ABCB1"	"ABCB1"	"HGNC:40"	"5243"	433	447	"gene_hgnc_entity"	"29739100"
"4629"	"P-gp"	"ABCB1"	"ABCB1"	"HGNC:40"	"5243"	449	453	"gene_hgnc_entity"	"29739100"
"4630"	"colon cancer"	"Colorectal Cancer"	"Colorectal Cancer"	"15585"	"D015179"	755	767	"cancer_type_entity_p"	"29739100"
"4631"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	868	874	"cancer_type_entity_p"	"29739100"
"4632"	"P-gp"	"ABCB1"	"ABCB1"	"HGNC:40"	"5243"	943	947	"gene_hgnc_entity"	"29739100"
"4633"	"P-gp"	"ABCB1"	"ABCB1"	"HGNC:40"	"5243"	1150	1154	"gene_hgnc_entity"	"29739100"
"4634"	"P-gp"	"ABCB1"	"ABCB1"	"HGNC:40"	"5243"	1196	1200	"gene_hgnc_entity"	"29739100"
"4635"	"P-gp"	"ABCB1"	"ABCB1"	"HGNC:40"	"5243"	1607	1611	"gene_hgnc_entity"	"29739100"
"4636"	"P-gp"	"ABCB1"	"ABCB1"	"HGNC:40"	"5243"	2132	2136	"gene_hgnc_entity"	"29739100"
"4637"	"P-gp"	"ABCB1"	"ABCB1"	"HGNC:40"	"5243"	2183	2187	"gene_hgnc_entity"	"29739100"
"4638"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	10	16	"cancer_type_entity_p"	"12570018"
"4639"	"breast cancer"	"Breast Cancer"	"Breast Cancer"	"484"	"D001943"	855	868	"cancer_type_entity_p"	"12570018"
"4640"	"capsaicin"	"Capsaicin"	"Capsaicin"	"7"	"D002211"	1244	1253	"chemical_entity_p"	"12570018"
"4641"	"olvanil"	"olvanil"	"olvanil"	"1556"	"C054256"	1258	1265	"chemical_entity_p"	"12570018"
"4642"	"capsaicin"	"Capsaicin"	"Capsaicin"	"7"	"D002211"	1389	1398	"chemical_entity_p"	"12570018"
"4643"	"polyphenols"	"Polyphenols"	"Polyphenols"	"96"	"D059808"	10	21	"chemical_entity_p"	"19190249"
"4644"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	225	231	"cancer_type_entity_p"	"19190249"
"4645"	"myeloma"	"Multiple Myeloma"	"Multiple Myeloma"	"587"	"D009101"	429	436	"cancer_type_entity_p"	"19190249"
"4646"	"multiple myeloma"	"Multiple Myeloma"	"Multiple Myeloma"	"587"	"D009101"	547	563	"cancer_type_entity_p"	"19190249"
"4647"	"glioblastoma"	"Glioblastoma"	"Glioblastoma"	"603"	"D005909"	568	580	"cancer_type_entity_p"	"19190249"
"4648"	"(-)-epigallocatechin gallate"	"epigallocatechin gallate"	"epigallocatechin gallate"	"5606"	"C045651"	693	721	"chemical_entity_p"	"19190249"
"4649"	"EGCG"	"epigallocatechin gallate"	"epigallocatechin gallate"	"5606"	"C045651"	723	727	"chemical_entity_p"	"19190249"
"4650"	"polyphenols"	"Polyphenols"	"Polyphenols"	"96"	"D059808"	739	750	"chemical_entity_p"	"19190249"
"4651"	"tumor"	"Cancers"	"Cancers"	"10007"	"D009369"	804	809	"cancer_type_entity_p"	"19190249"
"4652"	"EGCG"	"epigallocatechin gallate"	"epigallocatechin gallate"	"5606"	"C045651"	899	903	"chemical_entity_p"	"19190249"
"4653"	"EGCG"	"epigallocatechin gallate"	"epigallocatechin gallate"	"5606"	"C045651"	1077	1081	"chemical_entity_p"	"19190249"
"4654"	"caspase-7"	"CASP7"	"CASP7"	"HGNC:1508"	"840"	1228	1237	"gene_hgnc_entity"	"19190249"
"4655"	"tumor"	"Cancers"	"Cancers"	"10007"	"D009369"	1269	1274	"cancer_type_entity_p"	"19190249"
"4656"	"polyphenols"	"Polyphenols"	"Polyphenols"	"96"	"D059808"	1339	1350	"chemical_entity_p"	"19190249"
"4657"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	1497	1503	"cancer_type_entity_p"	"19190249"
"4658"	"curcumin"	"Curcumin"	"Curcumin"	"8"	"D003474"	77	85	"chemical_entity_p"	"23959397"
"4659"	"HER2"	"ERBB2"	"ERBB2"	"HGNC:3430"	"2064"	110	114	"gene_hgnc_entity"	"23959397"
"4660"	"breast cancer"	"Breast Cancer"	"Breast Cancer"	"484"	"D001943"	136	149	"cancer_type_entity_p"	"23959397"
"4661"	"Curcumin"	"Curcumin"	"Curcumin"	"8"	"D003474"	447	455	"chemical_entity_p"	"23959397"
"4662"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	587	593	"cancer_type_entity_p"	"23959397"
"4663"	"curcumin"	"Curcumin"	"Curcumin"	"8"	"D003474"	834	842	"chemical_entity_p"	"23959397"
"4664"	"breast cancer"	"Breast Cancer"	"Breast Cancer"	"484"	"D001943"	907	920	"cancer_type_entity_p"	"23959397"
"4665"	"HER2"	"ERBB2"	"ERBB2"	"HGNC:3430"	"2064"	947	951	"gene_hgnc_entity"	"23959397"
"4666"	"HER2"	"ERBB2"	"ERBB2"	"HGNC:3430"	"2064"	1005	1009	"gene_hgnc_entity"	"23959397"
"4667"	"curcumin"	"Curcumin"	"Curcumin"	"8"	"D003474"	1127	1135	"chemical_entity_p"	"23959397"
"4668"	"HER2"	"ERBB2"	"ERBB2"	"HGNC:3430"	"2064"	1155	1159	"gene_hgnc_entity"	"23959397"
"4669"	"breast cancer"	"Breast Cancer"	"Breast Cancer"	"484"	"D001943"	1175	1188	"cancer_type_entity_p"	"23959397"
"4670"	"curcumin"	"Curcumin"	"Curcumin"	"8"	"D003474"	1373	1381	"chemical_entity_p"	"23959397"
"4671"	"curcumin"	"Curcumin"	"Curcumin"	"8"	"D003474"	1536	1544	"chemical_entity_p"	"23959397"
"4672"	"HER2"	"ERBB2"	"ERBB2"	"HGNC:3430"	"2064"	1656	1660	"gene_hgnc_entity"	"23959397"
"4673"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	1724	1730	"cancer_type_entity_p"	"23959397"
"4674"	"LTA4H"	"lta4h"	"lta4h"	"9051"	"51359"	89	94	"gene_entity"	"27856749"
"4675"	"BAFF"	"baff"	"baff"	"17065"	"96451"	105	109	"gene_entity"	"27856749"
"4676"	"Cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	119	125	"cancer_type_entity_p"	"27856749"
"4677"	"tumor"	"Cancers"	"Cancers"	"10007"	"D009369"	342	347	"cancer_type_entity_p"	"27856749"
"4678"	"NDGA"	"Masoprocol"	"Masoprocol"	"15"	"D009637"	518	522	"chemical_entity_p"	"27856749"
"4679"	"tumor"	"Cancers"	"Cancers"	"10007"	"D009369"	571	576	"cancer_type_entity_p"	"27856749"
"4680"	"tumor"	"Cancers"	"Cancers"	"10007"	"D009369"	885	890	"cancer_type_entity_p"	"27856749"
"4681"	"GRP78"	"grp78"	"grp78"	"7377"	"41774"	995	1000	"gene_entity"	"27856749"
"4682"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	1051	1057	"cancer_type_entity_p"	"27856749"
"4683"	"leukotriene A4 hydrolase"	"leukotriene a4 hydrolase"	"leukotriene a4 hydrolase"	"9051"	"51360"	1335	1359	"gene_entity"	"27856749"
"4684"	"LTA4H"	"lta4h"	"lta4h"	"9051"	"51359"	1361	1366	"gene_entity"	"27856749"
"4685"	"BAFF"	"baff"	"baff"	"17065"	"96451"	1404	1408	"gene_entity"	"27856749"
"4686"	"ovarian cancer"	"Ovarian Cancer"	"Ovarian Cancer"	"538"	"D010051"	29	43	"cancer_type_entity_p"	"21158717"
"4687"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	82	88	"cancer_type_entity_p"	"21158717"
"4688"	"ovarian carcinoma"	"Ovarian Cancer"	"Ovarian Cancer"	"538"	"D010051"	310	327	"cancer_type_entity_p"	"21158717"
"4689"	"rotenone"	"Rotenone"	"Rotenone"	"129"	"D012402"	709	717	"chemical_entity_p"	"21158717"
"4690"	"metabolic remodelling\" of ovarian carcinoma"	"Ovarian Cancer"	"Ovarian Cancer"	"538"	"D010051"	1573	1616	"cancer_type_entity_p"	"21158717"
"4691"	"pancreatic cancer"	"Pancreatic Cancer"	"Pancreatic Cancer"	"507"	"D010190"	87	104	"cancer_type_entity_p"	"23954204"
"4692"	"cancers"	"Cancers"	"Cancers"	"10007"	"D009369"	201	208	"cancer_type_entity_p"	"23954204"
"4693"	"pancreatic cancer"	"Pancreatic Cancer"	"Pancreatic Cancer"	"507"	"D010190"	219	236	"cancer_type_entity_p"	"23954204"
"4694"	"tumors"	"Cancers"	"Cancers"	"10007"	"D009369"	300	306	"cancer_type_entity_p"	"23954204"
"4695"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	1402	1408	"cancer_type_entity_p"	"23954204"
"4696"	"Akt"	"AKT1"	"AKT1"	"HGNC:391"	"207"	1441	1444	"gene_hgnc_entity"	"23954204"
"4697"	"pancreatic cancer"	"Pancreatic Cancer"	"Pancreatic Cancer"	"507"	"D010190"	1531	1548	"cancer_type_entity_p"	"23954204"
"4698"	"p38"	"MAPK14"	"MAPK14"	"HGNC:6876"	"1432"	1636	1639	"gene_hgnc_entity"	"23954204"
"4699"	"JNK"	"MAPK8"	"MAPK8"	"HGNC:6881"	"5599"	1640	1643	"gene_hgnc_entity"	"23954204"
"4700"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	1658	1664	"cancer_type_entity_p"	"23954204"
"4701"	"cancer"	"Cancers"	"Cancers"	"10007"	"D009369"	1908	1914	"cancer_type_entity_p"	"23954204"
"4702"	"Akt"	"AKT1"	"AKT1"	"HGNC:391"	"207"	2049	2052	"gene_hgnc_entity"	"23954204"
"4703"	"Akt"	"AKT1"	"AKT1"	"HGNC:391"	"207"	2158	2161	"gene_hgnc_entity"	"23954204"
"4704"	"cancers"	"Cancers"	"Cancers"	"10007"	"D009369"	2177	2184	"cancer_type_entity_p"	"23954204"
"4705"	"PANC-1"	"Pancreatic Cancer"	"panc-1"	"507"	"D010190"	121	127	"cancer_type_entity_cell"	"19689125"
"4706"	"pancreatic cancer"	"Pancreatic Cancer"	"Pancreatic Cancer"	"507"	"D010190"	134	151	"cancer_type_entity_p"	"19689125"
